5300 2 2
2050 1 0.409 -0.0572
2051 2 1.93 -0.842
2052 2 0.907 0.191
2053 1 0.0413 0.345
2054 2 0.484 -1.3
2055 2 -0.0305 -1.09
2056 2 1 -0.0897
2057 2 1.09 0.299
2058 1 -0.543 -0.0204
2059 2 0.659 0.913
2060 2 -0.542 -0.739
2061 2 -1.02 1.53
2062 2 -1.63 0.293
2063 2 1.49 0.627
2064 2 -0.583 -1.05
2065 2 -0.807 1.12
2066 2 -0.683 1.38
2067 1 0.0734 -0.162
2068 2 0.388 1.64
2069 2 0.874 1.79
2070 2 0.584 0.679
2071 2 1.42 0.374
2072 1 -0.779 0.676
2073 2 0.678 0.335
2074 2 0.204 -1.06
2075 2 1.43 0.498
2076 2 -0.779 -1.2
2077 2 -1.3 0.577
2078 2 1.03 0.0331
2079 2 -0.532 -1.17
2080 2 0.119 -1.28
2081 1 1.53 -1.05
2082 2 -0.481 -0.904
2083 2 0.858 0.399
2084 2 0.126 0.819
2085 2 -0.88 -1.27
2086 1 0.145 -0.626
2087 1 0.534 1.86
2088 1 2.03 1.1
2089 1 -0.546 0.442
2090 1 1.42 1.8
2091 1 1.41 -2.09
2092 1 -0.566 -0.563
2093 1 -0.973 0.495
2094 1 0.932 1.43
2095 2 0.472 1.37
2096 1 0.74 0.053
2097 2 -0.214 1.76
2098 2 -0.53 -0.944
2099 2 -0.936 -1.5
2100 1 0.37 -0.0513
2101 2 0.695 0.651
2102 2 0.88 0.275
2103 1 -0.563 -0.164
2104 1 1.27 -0.675
2105 1 -1.32 -0.146
2106 2 1.7 -0.489
2107 2 0.832 0.442
2108 1 0.561 1.74
2109 2 0.617 1.11
2110 2 -1.41 1.14
2111 2 1.71 -0.225
2112 1 0.473 0.339
2113 2 -0.855 1.44
2114 1 -1.72 -0.41
2115 1 0.18 -0.0627
2116 2 0.712 0.837
2117 1 0.211 1.71
2118 1 -0.755 -0.759
2119 2 0.661 1.2
2120 2 0.902 0.947
2121 1 0.544 -0.842
2122 1 1.67 0.974
2123 2 -0.0571 -1.5
2124 1 -1.61 -0.39
2125 2 -0.261 -1.27
2126 1 1.8 1.53
2127 2 0.134 -1.18
2128 2 -0.279 -1.06
2129 1 0.405 -0.555
2130 1 -1.64 -0.562
2131 1 -0.146 1.83
2132 2 0.499 -1.17
2133 2 -0.171 -1.09
2134 2 -0.175 -0.946
2135 2 1.54 -0.336
2136 2 1.33 0.406
2137 2 0.833 0.653
2138 2 0.69 1.57
2139 2 -0.542 0.918
2140 1 1.19 -0.319
2141 1 1.73 1.26
2142 2 -2.01 0.439
2143 1 0.316 1.43
2144 2 0.933 0.711
2145 1 2.43 0.869
2146 2 -0.472 -1.16
2147 1 -1.17 0.126
2148 2 2.22 -2.04
2149 2 1.07 0.438
2150 1 -0.125 0.521
2151 2 0.857 0.875
2152 2 0.569 -0.858
2153 1 0.646 -0.932
2154 2 -0.983 1.1
2155 2 -0.829 1.06
2156 2 0.22 -0.867
2157 1 -2.09 -1.22
2158 1 -1.64 -0.962
2159 2 0.0604 1.64
2160 1 1.62 -1.16
2161 2 -0.021 -1.09
2162 1 -1.11 -0.653
2163 2 1.13 -0.0116
2164 2 -0.838 -1.17
2165 2 0.102 -1.03
2166 1 0.576 -1.05
2167 1 0.635 1.67
2168 1 0.336 0.611
2169 2 0.32 -0.998
2170 1 -1.58 -1.61
2171 2 -0.129 -1.69
2172 1 -0.249 0.505
2173 2 -0.986 -1.27
2174 1 0.335 -0.483
2175 1 0.133 -0.568
2176 1 1.08 -1.02
2177 2 -0.486 -0.887
2178 1 2.08 1.35
2179 2 0.638 1.11
2180 2 0.0965 -1.1
2181 1 1.03 -0.382
2182 1 -0.705 0.129
2183 1 1.35 1.1
2184 2 -0.1 -1.05
2185 2 0.431 -1.56
2186 1 -1.37 -0.123
2187 2 -0.995 -0.832
2188 2 -0.981 -1.04
2189 1 -1.9 -1.32
2190 1 0.982 -0.452
2191 2 -0.494 -0.719
2192 2 0.995 0.502
2193 1 -0.507 0.357
2194 1 0.0853 0.789
2195 2 -0.0659 -1.33
2196 1 -1.51 -0.276
2197 2 -1.03 0.681
2198 1 1.19 -1.25
2199 1 -1.49 0.228
2200 2 0.409 1.76
2201 1 -0.606 -0.129
2202 2 1.18 0.597
2203 1 0.108 -0.304
2204 1 0.418 -0.897
2205 2 0.381 1.55
2206 2 -0.951 -1.3
2207 1 -0.119 2.06
2208 2 1.14 0.148
2209 1 1.31 1.62
2210 2 0.724 0.417
2211 1 -0.107 -0.232
2212 2 -1.57 0.905
2213 2 -0.214 1.58
2214 1 -0.212 -0.155
2215 1 -0.0683 -0.404
2216 2 -0.951 -1.33
2217 1 0.533 0.541
2218 2 -1.36 0.887
2219 1 0.98 -0.832
2220 2 -1.29 1.52
2221 2 1.08 -0.000817
2222 2 -0.147 1.85
2223 1 -0.135 0.0707
2224 2 0.318 -0.87
2225 2 0.632 1.74
2226 2 -1.43 1.25
2227 2 -0.499 -1.31
2228 2 0.296 1.51
2229 1 0.416 0.1
2230 2 -0.337 1.48
2231 1 -1.3 -0.829
2232 1 -0.0299 0.617
2233 1 -1.78 -0.843
2234 2 0.314 -1.25
2235 2 -0.801 1.78
2236 1 0.0984 0.629
2237 1 -1.68 -0.528
2238 1 0.423 0.598
2239 1 0.00295 -0.125
2240 2 -0.528 -1.23
2241 2 0.17 -0.719
2242 2 0.202 -1.37
2243 2 0.535 1.99
2244 2 -0.491 1.22
2245 1 -1.33 -0.276
2246 1 0.595 0.546
2247 1 -0.219 0.524
2248 2 0.0182 1.68
2249 1 -0.907 0.416
2250 2 1.86 -0.36
2251 2 -0.733 -1.34
2252 1 -1.39 -0.322
2253 2 0.0578 -1.32
2254 2 -1.7 0.869
2255 1 -0.166 0.165
2256 2 -0.8 -1.38
2257 1 -1.02 -0.146
2258 2 -0.145 -1.39
2259 1 -0.439 0.331
2260 1 0.136 1.46
2261 1 -0.669 0.51
2262 1 -1.49 -0.0266
2263 2 0.386 -0.997
2264 1 0.812 -0.15
2265 2 -0.303 -0.883
2266 2 -0.621 1.16
2267 1 -2.04 -0.978
2268 2 -0.772 0.933
2269 1 -1.06 -0.86
2270 1 0.0914 0.493
2271 1 -1.17 0.222
2272 1 0.553 -0.159
2273 1 0.759 0.0328
2274 2 -1.04 -1.24
2275 1 0.974 -0.951
2276 2 0.33 -1.48
2277 2 0.105 1.77
2278 1 -1.02 -0.305
2279 1 -0.635 1.94
2280 2 0.44 1.16
2281 2 -0.97 -1.6
2282 1 2.22 1.31
2283 1 -1.18 -0.122
2284 2 1.46 0.0665
2285 1 0.219 1.59
2286 2 1.09 0.812
2287 1 1.15 1.68
2288 1 0.955 -0.23
2289 1 -0.103 0.0369
2290 2 0.619 1.65
2291 1 -1.43 -0.357
2292 2 -0.765 -1.13
2293 2 -0.664 1.18
2294 1 -1.09 0.289
2295 2 -0.766 1.06
2296 1 -0.436 0.821
2297 1 0.6 -0.38
2298 1 -0.124 0.181
2299 2 1.03 -0.0835
2300 1 -1.71 -1.27
2301 1 -1.46 -0.179
2302 1 1.34 1.37
2303 2 1.47 0.574
2304 2 0.716 0.487
2305 2 0.0337 -1.13
2306 2 -0.432 -1.34
2307 2 0.344 1.49
2308 2 1.29 -0.151
2309 2 1.85 -0.558
2310 2 0.0319 1.39
2311 1 1.95 1.09
2312 1 -0.839 0.111
2313 2 -0.956 -0.77
2314 2 1.08 0.839
2315 2 0.0624 -1.05
2316 2 -1.06 -1.24
2317 2 -0.366 -1.52
2318 1 -1.63 -0.363
2319 2 1.05 1.07
2320 2 -0.47 -1.12
2321 2 -1.45 0.377
2322 1 -1.56 -1.05
2323 2 0.912 2.1
2324 2 1.61 0.582
2325 2 0.208 -1.21
2326 1 0.929 -0.902
2327 1 -1.66 -1.52
2328 1 -1.85 -0.347
2329 1 -1.02 -0.0308
2330 1 0.569 -0.538
2331 2 1.43 -0.366
2332 2 1.47 -0.0578
2333 1 0.154 0.629
2334 2 -1.59 0.176
2335 2 0.801 1.14
2336 1 -1.5 -0.829
2337 1 0.271 0.0595
2338 2 0.188 0.914
2339 2 -0.386 1.5
2340 2 1.02 0.0541
2341 1 0.82 -0.514
2342 2 0.804 0.6
2343 1 -1.38 -1.11
2344 1 -1.01 -0.155
2345 1 0.683 1.6
2346 1 -1.62 -0.896
2347 2 -0.00515 1.75
2348 1 -1.42 -1.28
2349 1 -1.8 -1.26
2350 1 -1.76 -0.632
2351 2 -0.0958 -1.66
2352 2 -0.473 -1.55
2353 2 -0.316 -1.36
2354 2 -0.899 -1.25
2355 2 -0.236 -1.54
2356 2 0.546 -1.12
2357 1 1.16 -1.3
2358 1 0.00921 -0.00839
2359 2 1.63 -0.43
2360 2 -0.826 0.682
2361 2 0.371 -1.23
2362 1 -0.821 -0.855
2363 2 0.309 -1.03
2364 1 -0.912 -0.484
2365 2 0.365 0.632
2366 1 1.15 -1.69
2367 2 -0.714 -1.36
2368 2 -0.467 1.3
2369 2 0.177 -1.07
2370 1 0.589 0.557
2371 1 -1.85 -0.35
2372 2 0.676 0.892
2373 1 -1.49 -0.498
2374 2 -1.28 0.72
2375 2 0.166 -1.25
2376 2 0.448 0.71
2377 1 -1.9 -1.46
2378 2 -0.922 0.533
2379 1 0.307 0.12
2380 2 0.328 0.553
2381 2 -0.847 -0.871
2382 2 1.08 0.437
2383 1 0.173 -0.428
2384 1 -0.818 -0.69
2385 2 -0.583 -0.743
2386 1 -0.768 -0.0166
2387 2 -2.04 0.131
2388 2 -1.16 -1.01
2389 1 0.995 0.131
2390 1 1.32 -0.616
2391 1 0.993 0.397
2392 2 -0.606 3.19
2393 1 0.811 0.00911
2394 2 -0.462 -0.707
2395 1 0.304 -0.00393
2396 2 -1.94 0.598
2397 2 -0.372 1.54
2398 2 0.341 -1.43
2399 1 -0.78 -0.43
2400 1 0.247 -0.233
2401 1 -0.561 0.473
2402 2 -0.524 -1.09
2403 1 -1.99 -0.912
2404 2 -2 -0.0624
2405 2 0.554 1.19
2406 1 0.899 1.4
2407 2 0.794 1.01
2408 1 0.417 0.348
2409 2 -0.597 -1.6
2410 2 1.71 -0.289
2411 1 -0.461 0.343
2412 1 -1.02 -0.469
2413 2 -0.434 1.98
2414 2 -0.299 -1.4
2415 1 -1.67 -0.875
2416 2 -0.192 1.04
2417 2 0.108 -0.769
2418 2 -0.58 1.34
2419 1 -1.17 -0.95
2420 2 -0.124 -0.95
2421 2 0.283 -1.56
2422 1 0.418 -0.711
2423 2 1.2 0.286
2424 1 0.295 -0.273
2425 1 -1.37 -0.904
2426 2 0.0175 1.47
2427 2 1.64 0.513
2428 2 0.557 1.38
2429 2 -0.878 0.659
2430 2 0.254 2.42
2431 2 0.961 0.454
2432 1 -0.994 0.192
2433 1 -1.07 -0.622
2434 1 1.95 1.53
2435 1 0.281 -0.4
2436 2 1.29 0.283
2437 1 0.586 -0.273
2438 1 -0.0272 1.86
2439 1 -1.65 -0.0692
2440 2 1.22 -0.345
2441 1 -1.53 0.132
2442 1 -1.51 -0.248
2443 2 -1.2 -1.04
2444 2 0.299 1.52
2445 2 -0.687 1.01
2446 2 0.479 -0.821
2447 2 1.08 -0.133
2448 2 -0.888 -1.59
2449 2 -1.52 0.497
2450 2 0.198 -1.41
2451 1 -0.211 -0.492
2452 2 0.0647 -1.22
2453 1 -1.28 -1.07
2454 2 -0.0779 -0.967
2455 2 0.369 1.69
2456 2 -0.826 -0.966
2457 2 -0.394 1.6
2458 1 1.2 -0.68
2459 1 0.942 1.89
2460 2 -0.817 -1.11
2461 2 0.405 1.93
2462 2 0.666 -1.52
2463 2 0.152 -0.964
2464 1 -0.82 -0.76
2465 1 0.72 -0.316
2466 1 -0.201 0.596
2467 2 -0.594 -1.21
2468 1 -1.07 0.0456
2469 2 1.05 0.397
2470 2 -1.12 -1.2
2471 2 1.5 -0.38
2472 1 -2.06 -1.23
2473 1 0.785 0.158
2474 1 0.867 -1.19
2475 2 0.624 -1.31
2476 2 -0.509 -0.932
2477 2 -0.565 -0.853
2478 2 0.0662 1.62
2479 2 0.0852 -0.852
2480 2 0.399 -1.48
2481 2 1.27 0.433
2482 2 -0.441 -1.45
2483 1 1 0.285
2484 2 -1.01 -1.47
2485 1 0.873 -1.03
2486 2 -0.144 -1.03
2487 1 1.25 -1.62
2488 1 -0.149 0.816
2489 2 0.893 0.691
2490 2 -0.136 -1.41
2491 2 0.569 1.44
2492 1 -1.93 -0.0856
2493 2 -0.625 1.65
2494 1 -1.16 -0.285
2495 2 -0.903 -0.988
2496 2 0.486 1.05
2497 2 -0.0145 -1.15
2498 2 -0.678 -1.32
2499 2 1.29 -0.499
2500 2 -0.116 1.26
2501 1 1.1 -0.374
2502 2 1.06 0.913
2503 1 0.19 0.969
2504 2 -0.487 -1.19
2505 1 -1.79 -1.46
2506 2 -0.0388 -0.984
2507 1 0.893 -0.327
2508 2 1.38 -0.244
2509 1 1.01 -1.12
2510 1 -1.58 -0.352
2511 1 1.52 -1.12
2512 2 0.136 -1.49
2513 2 0.538 -1.39
2514 2 -0.503 1.35
2515 1 -0.991 0.114
2516 2 0.675 -1.53
2517 2 -0.581 -1.34
2518 1 -1.38 -1.08
2519 2 -0.298 -0.823
2520 1 0.0919 -0.154
2521 2 -1.01 1.21
2522 1 -1.89 -0.418
2523 1 2.22 1.18
2524 2 0.0608 -1.23
2525 2 0.677 1.03
2526 1 0.641 1.72
2527 1 -0.539 0.648
2528 2 0.934 0.358
2529 2 0.0105 -1.26
2530 2 -0.86 -1.27
2531 1 0.883 -1
2532 1 2.32 1.3
2533 2 -0.566 -1.62
2534 1 -1.25 -1.14
2535 1 2.69 1.12
2536 2 -0.529 -1.22
2537 1 1.39 1.52
2538 2 1.21 -0.132
2539 2 0.126 -1.08
2540 2 -0.967 1.22
2541 1 -0.121 -0.498
2542 2 1.4 0.43
2543 2 0.994 0.348
2544 1 -0.193 -0.288
2545 2 -0.545 -1.31
2546 2 1.06 -0.232
2547 2 1.06 0.763
2548 2 0.646 1.23
2549 2 0.673 1.07
2550 2 -0.512 -0.954
2551 2 -0.701 1.17
2552 1 -0.957 0.848
2553 2 -0.676 0.797
2554 2 1.47 -0.0839
2555 2 0.514 0.715
2556 2 -0.451 -1.34
2557 1 -0.484 0.615
2558 2 1.17 0.868
2559 2 1.2 0.318
2560 1 -0.795 0.276
2561 1 -0.000689 2
2562 2 -2.06 -0.332
2563 1 1.42 -1.1
2564 2 1.07 0.646
2565 2 -0.285 1.39
2566 2 0.0524 -0.853
2567 2 1.81 -0.0547
2568 1 -0.379 0.638
2569 2 -1.14 1.16
2570 1 0.878 -0.856
2571 2 -1.08 1.19
2572 1 0.13 -0.469
2573 1 0.224 1.57
2574 1 2.13 1.16
2575 2 -0.604 -1.2
2576 2 -0.109 -1.32
2577 2 0.0803 -1.15
2578 2 0.383 -0.987
2579 1 0.799 -0.834
2580 2 0.866 0.612
2581 2 0.897 0.294
2582 1 2.46 1.21
2583 2 -0.267 1.37
2584 2 2.04 -0.462
2585 1 -1.17 -0.556
2586 2 -1.49 0.555
2587 1 1.08 -1.76
2588 1 2.03 0.984
2589 2 1.17 1.28
2590 2 -0.448 0.91
2591 2 1.07 0.573
2592 2 1.05 0.776
2593 2 1.2 0.0691
2594 2 -0.973 0.712
2595 2 0.0399 -1.28
2596 1 -0.522 0.206
2597 1 1.46 -1.61
2598 2 -0.912 1.34
2599 2 -0.375 -1.39
2600 2 -0.117 1.47
2601 2 0.388 0.863
2602 1 -1.53 0.0251
2603 2 1.38 1.27
2604 2 0.237 -1.26
2605 1 1.63 -2.16
2606 2 -0.148 1.6
2607 1 0.159 0.586
2608 1 0.262 -0.538
2609 1 -1.83 -0.964
2610 1 -1.65 -0.731
2611 1 0.737 -0.183
2612 2 0.711 0.787
2613 1 0.953 1.14
2614 2 -0.284 -1.02
2615 1 1.47 -1.29
2616 1 -0.89 -1.18
2617 2 1.7 0.157
2618 1 -0.451 0.723
2619 2 -0.499 -0.858
2620 1 -0.515 0.625
2621 2 1.16 0.776
2622 1 -1.55 -0.132
2623 1 -0.325 0.388
2624 2 0.372 -0.809
2625 2 0.335 1.99
2626 1 -0.595 0.625
2627 1 -1.03 -0.95
2628 1 0.452 1.95
2629 2 0.656 1.25
2630 1 -0.872 -0.461
2631 1 0.425 0.0454
2632 2 -1.24 0.788
2633 1 0.524 0.283
2634 2 0.83 0.692
2635 1 0.347 -0.242
2636 2 1.29 0.622
2637 1 -0.106 0.552
2638 2 -0.353 -0.836
2639 1 -1.28 -0.00494
2640 1 -0.172 -0.676
2641 2 0.303 -1.18
2642 1 0.455 -0.869
2643 2 -0.964 -1.17
2644 1 -1.85 -0.467
2645 1 0.632 1.45
2646 1 0.552 -0.199
2647 2 2.14 -0.453
2648 1 -0.688 0.709
2649 1 -0.0708 0.439
2650 2 0.177 -1.37
2651 1 -0.135 0.136
2652 1 -0.288 0.385
2653 1 -0.974 -0.818
2654 2 -0.511 -0.734
2655 2 0.449 0.648
2656 1 -1.51 -0.193
2657 1 0.565 1.56
2658 2 1.19 0.19
2659 1 -1.13 -0.622
2660 2 0.651 -1.08
2661 2 -0.542 1.12
2662 2 1.57 0.171
2663 1 1.09 -0.538
2664 2 -0.399 1.3
2665 1 1.36 -1.06
2666 1 0.614 -0.705
2667 1 0.823 -0.248
2668 1 0.894 -0.992
2669 2 -0.731 -0.906
2670 2 0.017 -1.26
2671 2 -0.487 -1.13
2672 1 -1.03 0.277
2673 2 0.816 0.762
2674 2 1.03 1.61
2675 1 0.889 -0.566
2676 1 1.2 -0.944
2677 2 -0.375 1.36
2678 1 1.46 1.69
2679 1 0.587 0.322
2680 2 0.985 1.16
2681 1 1.11 -0.476
2682 2 1.18 -0.789
2683 2 0.386 1.92
2684 1 -1.29 -1.03
2685 2 0.921 0.3
2686 2 -0.835 -1.04
2687 2 -1.04 -1.42
2688 2 -0.356 -1.16
2689 1 0.74 0.203
2690 2 -0.879 -0.975
2691 2 -0.603 1.3
2692 1 -1.05 -0.4
2693 2 -0.501 -1.43
2694 1 0.501 0.0251
2695 2 -0.55 -1.07
2696 1 0.133 2.04
2697 2 1.5 0.541
2698 2 -0.741 0.979
2699 1 0.764 0.381
2700 1 1.02 -0.549
2701 2 1.23 2.19
2702 2 0.4 -1.39
2703 1 -0.167 -0.633
2704 1 0.995 -1.63
2705 2 0.422 2.33
2706 2 0.45 1.6
2707 1 0.115 1.41
2708 1 0.00914 0.431
2709 2 -0.992 1.4
2710 1 -0.95 0.144
2711 1 0.297 -1.11
2712 2 0.953 0.719
2713 1 -0.683 0.419
2714 2 0.44 -0.778
2715 2 -0.785 -1.11
2716 1 0.182 -0.0823
2717 1 1.32 -1.23
2718 2 -0.762 -1.11
2719 1 0.977 -1.01
2720 2 0.395 -1.04
2721 2 -1.16 1.03
2722 2 0.786 0.945
2723 2 -0.0267 -1.09
2724 2 -1.39 1.09
2725 2 1.88 -0.141
2726 1 -1.81 0.0758
2727 2 -0.0931 1.52
2728 1 -0.0677 -0.394
2729 2 -0.544 -0.773
2730 1 0.175 -0.345
2731 1 -1.07 -0.456
2732 1 0.534 -0.763
2733 2 -0.737 -0.617
2734 2 -0.291 -0.858
2735 2 -0.753 -1.25
2736 1 0.875 1.82
2737 2 0.518 1.41
2738 2 0.0526 -1.31
2739 2 -0.0198 -1.22
2740 1 0.28 0.429
2741 1 1.19 -1.33
2742 2 -0.926 0.694
2743 1 1.3 -1.28
2744 1 1.46 -1.32
2745 1 0.475 -0.381
2746 2 0.685 0.546
2747 1 -1.33 -0.0457
2748 2 -0.943 -1.26
2749 2 0.226 -1.02
2750 2 0.971 0.64
2751 1 0.49 -0.0477
2752 2 -0.343 -1.39
2753 2 0.301 -0.928
2754 2 0.343 -1.14
2755 2 -0.625 -1.14
2756 1 2.2 0.935
2757 2 -0.429 1.13
2758 2 -0.761 -1.44
2759 1 -0.409 0.349
2760 1 1.07 -1.38
2761 1 0.209 -0.455
2762 1 0.521 0.375
2763 1 0.575 1.42
2764 1 -1.23 -1.15
2765 2 1.11 0.989
2766 2 -0.595 1.09
2767 2 1.2 0.361
2768 1 -0.629 0.809
2769 1 1.15 -1.01
2770 1 0.238 -0.551
2771 1 -1.02 0.409
2772 2 -0.0743 -1.38
2773 2 0.393 1.64
2774 2 -0.126 -1.67
2775 1 1.14 -1.57
2776 1 -1.82 -0.665
2777 2 0.636 0.756
2778 2 -1.14 0.915
2779 1 -1.2 0.4
2780 2 1.57 -0.0786
2781 2 0.196 -1.71
2782 2 -1.42 0.275
2783 2 1.89 -0.243
2784 2 -1.64 0.767
2785 1 1.1 -0.364
2786 1 -0.113 0.626
2787 1 -0.48 0.0507
2788 2 -0.415 -1.3
2789 1 1.28 -0.341
2790 1 0.399 -0.594
2791 1 1.01 -0.205
2792 2 -0.4 -1.37
2793 2 -0.239 -0.619
2794 1 -1.53 -1.72
2795 1 0.0745 -0.607
2796 2 1.53 0.0838
2797 1 2.75 1.47
2798 2 0.26 -1.17
2799 2 1.08 1.03
2800 2 -0.239 -1.17
2801 2 1.09 1.21
2802 1 -1.19 -1
2803 2 1.29 -0.12
2804 1 0.844 -0.402
2805 1 0.224 1.75
2806 2 -1.42 1.13
2807 1 1.31 -1.08
2808 1 -0.275 1.52
2809 2 0.948 1.41
2810 2 -0.999 0.906
2811 1 -1.63 0.279
2812 1 1.13 1.51
2813 2 1.24 0.809
2814 2 0.0941 1.44
2815 2 -0.636 1.72
2816 1 -1.26 -0.457
2817 2 0.249 -1.46
2818 2 -1.02 0.675
2819 2 -1.77 1.01
2820 2 -0.292 1.32
2821 2 0.391 -1.42
2822 1 0.377 1.72
2823 2 -0.826 -1.67
2824 1 -0.528 0.296
2825 2 -0.00835 1.76
2826 2 1.64 -0.152
2827 2 0.317 -1.13
2828 2 1 -0.0347
2829 1 -2 -2.1
2830 2 0.0394 -1.35
2831 2 -0.633 -1.18
2832 2 0.0927 -1.02
2833 2 -0.389 -1.32
2834 1 0.83 1.67
2835 2 1.12 1.01
2836 2 0.176 1.23
2837 2 0.991 0.594
2838 2 -0.0545 -1.45
2839 1 0.927 -1.12
2840 2 -1.78 0.819
2841 2 -0.0207 -1.14
2842 2 0.915 0.611
2843 2 -2.98 -0.16
2844 1 -1.81 -1.21
2845 1 -0.0982 0.395
2846 2 0.98 0.766
2847 1 0.47 -0.765
2848 2 1.41 0.9
2849 2 -1.55 1.05
2850 2 -1.53 0.39
2851 1 0.621 1.48
2852 2 0.47 1.21
2853 2 0.805 1.21
2854 1 -1.4 -0.386
2855 1 -2.14 -1.59
2856 2 0.974 0.898
2857 2 -1.16 -0.641
2858 1 0.947 -0.888
2859 1 1.52 -0.85
2860 2 0.39 -1.2
2861 1 -1.82 -0.899
2862 1 -1.42 -0.617
2863 1 -0.927 -0.406
2864 2 0.64 1.35
2865 2 -0.2 -1.02
2866 2 -0.0611 -1.4
2867 1 -1.06 0.181
2868 2 1.22 0.541
2869 2 -0.56 1.06
2870 2 1.79 -0.834
2871 2 0.362 1.59
2872 1 2.55 1.4
2873 1 -0.248 0.514
2874 2 -0.908 1.26
2875 1 1.91 1.37
2876 1 -1.35 -0.688
2877 2 -0.0906 2.01
2878 1 0.409 0.212
2879 2 -0.69 -1.33
2880 1 -1.51 0.213
2881 1 0.923 1.54
2882 1 -0.687 -0.458
2883 2 -0.928 1.55
2884 1 1.01 -0.935
2885 2 -0.44 1.22
2886 1 0.921 1.12
2887 1 -1.65 -2.05
2888 1 -1.57 -0.772
2889 1 2.32 1.32
2890 1 -0.64 -0.238
2891 2 1.21 -0.271
2892 2 0.484 1.04
2893 2 1.26 -0.25
2894 2 -0.659 -1.27
2895 2 0.0558 1.88
2896 2 -1.7 -0.087
2897 2 0.739 0.673
2898 2 0.67 0.784
2899 1 0.592 0.235
2900 1 -1.64 -1.91
2901 1 -1.74 -0.521
2902 1 -2.1 -1.06
2903 2 0.487 1.33
2904 2 -0.772 -1.38
2905 1 -0.856 -0.664
2906 1 0.0844 1.72
2907 1 -0.792 -0.132
2908 2 -0.954 0.848
2909 1 -1.39 -1.35
2910 2 1.4 0.855
2911 2 1.3 1.04
2912 2 0.299 -0.819
2913 2 -1.1 -1.13
2914 1 1.03 -1.12
2915 1 -1.3 -0.811
2916 2 -0.178 -1.15
2917 2 2.05 -0.105
2918 1 -1.38 0.0973
2919 2 -1.01 -1.23
2920 2 0.534 2.15
2921 1 0.388 -0.0851
2922 2 0.484 1.04
2923 2 0.646 0.778
2924 2 -1.3 0.867
2925 1 -1.38 -0.149
2926 2 -1.02 0.849
2927 1 0.0971 1.58
2928 1 0.606 1.77
2929 2 0.129 1.52
2930 1 0.689 -0.506
2931 2 -0.811 -1.15
2932 1 0.318 1.82
2933 1 1.89 1.34
2934 2 0.326 1.45
2935 2 -0.655 -1.44
2936 1 1.85 1.61
2937 1 1.15 1.49
2938 1 0.261 0.214
2939 1 -0.108 -0.793
2940 2 -1.08 -1.39
2941 2 0.342 -0.701
2942 1 -0.0615 0.299
2943 1 0.905 -0.994
2944 1 0.318 0.621
2945 2 0.851 0.598
2946 2 -0.66 1.41
2947 2 0.908 0.127
2948 1 1.18 1.36
2949 2 0.999 0.811
2950 1 -1.04 -0.0359
2951 1 -0.492 0.124
2952 2 0.409 -1.15
2953 2 1.31 0.936
2954 1 1.23 -1.4
2955 1 -1.82 -1.78
2956 1 -0.0723 -0.428
2957 2 -0.0681 -1.24
2958 2 -0.96 0.644
2959 1 0.974 -1.47
2960 2 0.0292 -1.21
2961 2 -0.852 1.32
2962 2 -0.777 1.22
2963 2 -0.379 -1.6
2964 1 0.896 0.363
2965 1 2.59 1.16
2966 2 -0.489 -1.13
2967 1 -1.12 -0.297
2968 2 1.03 0.766
2969 1 -0.621 0.425
2970 1 -0.537 -0.223
2971 2 1.85 -0.377
2972 1 -0.0434 -0.442
2973 2 0.856 0.669
2974 1 -0.219 0.128
2975 2 1.28 -0.588
2976 2 -0.999 1.2
2977 2 -0.834 -1.36
2978 2 0.3 -1.18
2979 1 1.05 -1.05
2980 2 -0.0203 -1.42
2981 2 -0.157 1.84
2982 1 0.208 -0.427
2983 2 -0.21 1.35
2984 1 -1.51 -0.196
2985 2 1.46 -0.14
2986 2 -0.78 -1.52
2987 2 -0.00816 -1.38
2988 2 -0.591 -1.08
2989 2 -0.0202 -1.26
2990 2 0.288 1.62
2991 2 -1.51 0.384
2992 1 -1.15 -0.508
2993 2 0.245 -0.681
2994 1 0.757 -0.208
2995 2 -0.242 -1.47
2996 1 1.01 1.21
2997 2 0.651 0.744
2998 2 1.4 0.746
2999 2 0.0426 -1.18
3000 2 -1.67 0.809
3001 1 -0.232 0.626
3002 1 -1.74 -1.83
3003 2 -0.31 -1.27
3004 1 0.0968 0.589
3005 2 -0.202 1.64
3006 1 0.15 0.442
3007 2 -0.82 -1.04
3008 2 -0.804 0.687
3009 2 0.148 1.26
3010 1 0.832 -1.29
3011 2 0.577 0.628
3012 1 -1.19 -1.14
3013 2 1.63 -0.539
3014 1 0.289 0.598
3015 1 -0.679 0.536
3016 1 -1.78 -1.07
3017 1 0.277 -0.324
3018 2 -0.128 -1.14
3019 1 0.613 -0.211
3020 2 0.468 0.986
3021 2 0.295 -1.36
3022 2 0.563 0.661
3023 2 0.407 1.8
3024 1 -0.744 -0.415
3025 1 0.203 0.617
3026 2 0.0169 -1.22
3027 2 -0.295 -1.22
3028 2 -1.01 -1.65
3029 2 0.851 0.95
3030 1 1.49 1.59
3031 1 -0.658 0.554
3032 1 -1.29 -1.14
3033 1 -1.61 -0.364
3034 2 -0.738 1.01
3035 1 -1.45 -0.0697
3036 1 -1.5 -0.39
3037 2 -1.1 -1.24
3038 1 -0.921 0.894
3039 2 -0.0633 -0.699
3040 1 0.31 0.57
3041 2 1.12 -0.422
